#Event,WhiteElo,BlackElo,Ply,Result
34683,,,68,1/2-1/2
34684,,,37,1/2-1/2
34685,,,65,1-0
34686,,,143,1-0
34687,,,107,1-0
34688,,,61,1-0
34689,,,77,1-0
34690,,,102,0-1
34691,,,42,0-1
34692,,,136,1/2-1/2
34693,,,41,1-0
34694,,,78,0-1
34695,,,129,1-0
34696,,,106,1/2-1/2
34697,,,104,1/2-1/2
34698,,,96,0-1
34699,,,88,0-1
34700,,,91,1-0
34701,,,71,1-0
34702,,,114,1/2-1/2
34703,,,87,1/2-1/2
34704,,,70,0-1
34705,,,134,0-1
34706,,,44,0-1
34707,,,96,1/2-1/2
34708,,,71,1-0
34709,,,68,1/2-1/2
34710,,,74,1/2-1/2
34711,,,66,0-1
34712,,,131,1-0
34713,,,55,1-0
34714,,,66,0-1
34715,,,63,1-0
34716,,,112,0-1
34717,,,93,1-0
34718,,,57,1-0
34719,,,61,1-0
34720,,,67,1-0
34721,,,59,1-0
34722,,,76,0-1
34723,,,64,0-1
34724,,,62,1/2-1/2
34725,,,57,1/2-1/2
34726,,,92,0-1
34727,,,72,1/2-1/2
34728,,,46,0-1
34729,,,68,1/2-1/2
34730,,,86,0-1
34731,,,143,1/2-1/2
34732,,,115,1-0
34733,,,68,1/2-1/2
34734,,,67,1-0
34735,,,103,1-0
34736,,,114,0-1
34737,,,73,1-0
34738,,,103,1-0
34739,,,61,1-0
34740,,,111,1/2-1/2
34741,,,115,1-0
34742,,,63,1-0
34743,,,80,1/2-1/2
34744,,,58,1/2-1/2
34745,,,82,1/2-1/2
34746,,,83,1-0
34747,,,103,1/2-1/2
34748,,,61,1-0
34749,,,66,0-1
34750,,,54,0-1
34751,,,40,1/2-1/2
34752,,,116,1/2-1/2
34753,,,118,1-0
34754,,,83,1-0
34755,,,59,1-0
34756,,,45,1-0
34757,,,101,1-0
34758,,,130,1/2-1/2
34759,,,97,1-0
34760,,,64,1-0
34761,,,99,1-0
34762,,,88,1/2-1/2
34763,,,44,1/2-1/2
34764,,,121,1-0
34765,,,19,1/2-1/2
34766,,,65,1-0
34767,,,77,1-0
34768,,,80,1/2-1/2
34769,,,81,1-0
34770,,,77,1/2-1/2
34771,,,128,0-1
34772,,,79,1/2-1/2
34773,,,53,1-0
34774,,,114,0-1
34775,,,37,1-0
34776,,,52,0-1
34777,,,90,0-1
34778,,,75,1-0
34779,,,65,1-0
34780,,,69,1/2-1/2
34781,,,92,0-1
34782,,,35,1-0
34783,,,107,1-0
34784,,,83,1-0
34785,,,184,1-0
34786,,,79,1-0
34787,,,68,0-1
34788,,,64,0-1
34789,,,66,1/2-1/2
34790,,,56,1-0
34791,,,83,0-1
34792,,,63,1-0
34793,,,102,0-1
34794,,,83,1-0
34795,,,102,0-1
34796,,,54,0-1
34797,,,106,0-1
34798,,,45,1-0
34799,,,98,0-1
34800,,,78,0-1
34801,,,82,0-1
34802,,,65,1-0
34803,,,98,0-1
34804,,,77,1-0
34805,,,95,1-0
34806,,,120,1/2-1/2
34807,,,105,1-0
34808,,,94,1/2-1/2
34809,,,66,0-1
34810,,,64,1-0
34811,,,128,0-1
34812,,,96,0-1
34813,,,64,1/2-1/2
34814,,,41,1/2-1/2
34815,,,64,0-1
34816,,,38,1/2-1/2
34817,,,80,1/2-1/2
34818,,,87,1-0
34819,,,142,0-1
34820,,,79,1/2-1/2
34821,,,81,1/2-1/2
34822,,,121,1/2-1/2
34823,,,88,0-1
34824,,,17,1-0
34825,,,119,1/2-1/2
34826,,,84,0-1
34827,,,78,0-1
34828,,,78,0-1
34829,,,85,1-0
34830,,,83,1-0
34831,,,81,1/2-1/2
34832,,,50,1-0
34833,,,67,1-0
34834,,,103,1-0
34835,,,80,0-1
34836,,,99,1-0
34837,,,120,0-1
34838,,,68,0-1
34839,,,72,1/2-1/2
34840,,,133,1-0
34841,,,75,1-0
34842,,,48,1/2-1/2
34843,,,18,1/2-1/2
34844,,,49,1/2-1/2
34845,,,80,0-1
34846,,,95,1/2-1/2
34847,,,61,1-0
34848,,,72,0-1
34849,,,57,1-0
34850,,,55,1-0
34851,,,92,1/2-1/2
34852,,,76,0-1
34853,,,58,0-1
34854,,,65,1-0
34855,,,47,1-0
34856,,,61,1-0
34857,,,58,0-1
34858,,,46,0-1
34859,,,62,1/2-1/2
34860,,,56,1/2-1/2
34861,,,55,1-0
34862,,,68,1/2-1/2
34863,,,40,1/2-1/2
34864,,,63,1-0
34865,,,95,1-0
34866,,,162,1/2-1/2
34867,,,97,1-0
34868,,,52,1/2-1/2
34869,,,35,0-1
34870,,,57,1/2-1/2
34871,,,80,1/2-1/2
34872,,,77,1-0
34873,,,107,1-0
34874,,,137,1/2-1/2
34875,,,102,1-0
34876,,,107,1-0
34877,,,84,1/2-1/2
34878,,,101,1-0
34879,,,56,0-1
34880,,,60,1/2-1/2
34881,,,127,1/2-1/2
34882,,,102,1/2-1/2
34883,,,129,1/2-1/2
34884,,,116,1/2-1/2
34885,,,77,1-0
34886,,,72,0-1
34887,,,32,0-1
34888,,,70,0-1
34889,,,115,1/2-1/2
34890,,,79,1-0
34891,,,83,1-0
34892,,,111,1-0
34893,,,74,0-1
34894,,,77,1-0
34895,,,63,1-0
34896,,,69,1-0
34897,,,108,0-1
34898,,,55,1-0
34899,,,94,1/2-1/2
34900,,,85,0-1
34901,,,209,1/2-1/2
34902,,,41,1-0
34903,,,179,1/2-1/2
34904,,,111,1/2-1/2
34905,,,60,0-1
34906,,,76,0-1
34907,,,98,0-1
34908,,,107,1-0
34909,,,55,1/2-1/2
34910,,,41,1/2-1/2
34911,,,37,1/2-1/2
34912,,,51,1-0
34913,,,79,1-0
34914,,,113,1/2-1/2
34915,,,83,1/2-1/2
34916,,,43,0-1
34917,,,199,1/2-1/2
34918,,,73,1/2-1/2
34919,,,105,1-0
34920,,,92,0-1
34921,,,55,1-0
34922,,,49,1/2-1/2
34923,,,84,0-1
34924,,,114,1/2-1/2
34925,,,164,0-1
34926,,,109,1-0
34927,,,81,1-0
34928,,,68,1/2-1/2
34929,,,81,1-0
34930,,,90,1/2-1/2
34931,,,92,0-1
34932,,,104,1-0
34933,,,47,1/2-1/2
34934,,,33,1-0
34935,,,57,1-0
34936,,,82,0-1
34937,,,74,0-1
34938,,,69,1-0
34939,,,107,1/2-1/2
34940,,,26,1/2-1/2
34941,,,28,0-1
34942,,,70,1/2-1/2
34943,,,112,0-1
34944,,,126,1/2-1/2
34945,,,110,1/2-1/2
34946,,,71,1/2-1/2
34947,,,131,1-0
34948,,,52,0-1
34949,,,70,0-1
34950,,,102,0-1
34951,,,47,1-0
34952,,,82,1/2-1/2
34953,,,73,1-0
34954,,,102,0-1
34955,,,72,0-1
34956,,,95,1-0
34957,,,26,1/2-1/2
34958,,,109,1-0
34959,,,107,1/2-1/2
34960,,,111,1-0
34961,,,79,0-1
34962,,,101,1-0
34963,,,113,1/2-1/2
34964,,,64,0-1
34965,,,77,1-0
34966,,,80,0-1
34967,,,108,1/2-1/2
34968,,,41,1-0
34969,,,190,0-1
34970,,,68,0-1
34971,,,82,0-1
34972,,,58,0-1
34973,,,135,1-0
34974,,,120,0-1
34975,,,124,1/2-1/2
34976,,,74,1/2-1/2
34977,,,129,1-0
34978,,,89,1-0
34979,,,68,0-1
34980,,,142,0-1
34981,,,72,0-1
34982,,,95,1-0
34983,,,87,1-0
34984,,,71,1-0
34985,,,57,1-0
34986,,,44,1/2-1/2
34987,,,80,0-1
34988,,,44,1/2-1/2
34989,,,70,0-1
34990,,,90,0-1
34991,,,78,0-1
34992,,,69,1-0
34993,,,27,1/2-1/2
34994,,,61,1-0
34995,,,75,1/2-1/2
34996,,,62,1/2-1/2
34997,,,192,0-1
34998,,,136,0-1
34999,,,105,1-0
35000,,,68,0-1
35001,,,93,1/2-1/2
35002,,,81,1-0
35003,,,109,1-0
35004,,,71,1-0
35005,,,61,1-0
35006,,,87,1/2-1/2
35007,,,44,0-1
35008,,,107,1/2-1/2
35009,,,37,1/2-1/2
35010,,,71,1-0
35011,,,133,1/2-1/2
35012,,,64,0-1
35013,,,74,0-1
35014,,,153,1-0
35015,,,79,1-0
35016,,,58,0-1
35017,,,95,1/2-1/2
35018,,,56,0-1
35019,,,125,1-0
35020,,,104,0-1
35021,,,71,1-0
35022,,,69,1-0
35023,,,62,1/2-1/2
35024,,,96,1/2-1/2
35025,,,80,1/2-1/2
35026,,,107,1/2-1/2
35027,,,68,0-1
35028,,,83,1-0
35029,,,44,1/2-1/2
35030,,,92,1/2-1/2
35031,,,118,0-1
35032,,,81,1/2-1/2
35033,,,51,1-0
35034,,,82,0-1
35035,,,80,0-1
35036,,,69,1-0
35037,,,100,1/2-1/2
35038,,,132,0-1
35039,,,86,1/2-1/2
35040,,,66,0-1
35041,,,51,1-0
35042,,,52,0-1
35043,,,149,1/2-1/2
35044,,,80,1/2-1/2
35045,,,42,0-1
35046,,,121,1-0
35047,,,59,1-0
35048,,,73,1-0
35049,,,47,1-0
35050,,,79,1-0
35051,,,260,1/2-1/2
35052,,,61,1-0
35053,,,95,1/2-1/2
35054,,,140,1/2-1/2
35055,,,89,1-0
35056,,,48,0-1
35057,,,131,1/2-1/2
35058,,,161,1-0
35059,,,79,1/2-1/2
35060,,,87,1/2-1/2
35061,,,52,0-1
35062,,,59,1-0
35063,,,104,0-1
35064,,,132,0-1
35065,,,103,1-0
35066,,,109,1-0
35067,,,89,1-0
35068,,,95,1-0
35069,,,100,0-1
35070,,,53,1/2-1/2
35071,,,154,0-1
35072,,,79,1-0
35073,,,84,0-1
35074,,,88,0-1
35075,,,72,1/2-1/2
35076,,,60,0-1
35077,,,84,0-1
35078,,,53,1-0
35079,,,95,1-0
35080,,,85,1-0
35081,,,78,0-1
35082,,,87,1-0
35083,,,83,1-0
35084,,,65,1-0
35085,,,73,1-0
35086,,,85,1-0
35087,,,132,0-1
35088,,,78,0-1
35089,,,110,0-1
35090,,,94,0-1
35091,,,121,1-0
35092,,,56,1/2-1/2
35093,,,147,1-0
35094,,,50,0-1
35095,,,66,1/2-1/2
35096,,,74,1/2-1/2
35097,,,80,0-1
35098,,,71,1-0
35099,,,117,1-0
35100,,,106,0-1
35101,,,67,1-0
35102,,,73,1-0
35103,,,69,1-0
35104,,,126,1/2-1/2
35105,,,95,1/2-1/2
35106,,,30,0-1
35107,,,92,0-1
35108,,,60,1/2-1/2
35109,,,64,0-1
35110,,,81,1-0
35111,,,72,0-1
35112,,,55,1/2-1/2
35113,,,42,0-1
35114,,,96,1/2-1/2
35115,,,75,1-0
35116,,,42,1/2-1/2
35117,,,46,0-1
35118,,,58,0-1
35119,,,77,1-0
35120,,,102,0-1
35121,,,21,1/2-1/2
35122,,,53,1-0
35123,,,107,1/2-1/2
35124,,,77,1-0
35125,,,89,1-0
35126,,,97,1-0
35127,,,140,0-1
35128,,,81,1-0
35129,,,88,0-1
35130,,,39,1/2-1/2
35131,,,77,1-0
35132,,,114,0-1
35133,,,105,0-1
35134,,,61,1-0
35135,,,61,1/2-1/2
35136,,,113,1-0
35137,,,60,1/2-1/2
35138,,,76,1/2-1/2
35139,,,112,0-1
35140,,,124,0-1
35141,,,42,1/2-1/2
35142,,,83,1/2-1/2
35143,,,114,0-1
35144,,,93,1-0
35145,,,55,1-0
35146,,,64,1/2-1/2
35147,,,76,0-1
35148,,,121,1-0
35149,,,58,0-1
35150,,,117,1/2-1/2
35151,,,50,0-1
35152,,,77,0-1
35153,,,31,1/2-1/2
35154,,,124,1/2-1/2
35155,,,78,0-1
35156,,,66,1-0
35157,,,118,1/2-1/2
35158,,,93,1/2-1/2
35159,,,156,0-1
35160,,,63,1-0
35161,,,61,1-0
35162,,,58,0-1
35163,,,123,1-0
35164,,,88,0-1
35165,,,78,1/2-1/2
35166,,,70,0-1
35167,,,140,1/2-1/2
35168,,,102,0-1
35169,,,59,1-0
35170,,,129,1-0
35171,,,54,0-1
35172,,,50,1/2-1/2
35173,,,94,1/2-1/2
35174,,,79,1-0
35175,,,67,1-0
35176,,,73,1-0
35177,,,194,1/2-1/2
35178,,,63,0-1
35179,,,60,1/2-1/2
35180,,,88,1-0
35181,,,63,1-0
35182,,,96,0-1
35183,,,184,1/2-1/2
35184,,,53,1/2-1/2
35185,,,109,1-0
35186,,,95,1-0
35187,,,194,0-1
35188,,,133,1-0
35189,,,60,0-1
35190,,,60,0-1
35191,,,90,0-1
35192,,,97,1-0
35193,,,29,1/2-1/2
35194,,,11,1/2-1/2
35195,,,47,1/2-1/2
35196,,,54,0-1
35197,,,119,1/2-1/2
35198,,,94,1-0
35199,,,68,1/2-1/2
35200,,,100,1/2-1/2
35201,,,54,1/2-1/2
35202,,,93,1/2-1/2
35203,,,81,1-0
35204,,,69,1-0
35205,,,65,1-0
35206,,,80,0-1
35207,,,136,0-1
35208,,,145,1/2-1/2
35209,,,61,1/2-1/2
35210,,,67,0-1
35211,,,77,1-0
35212,,,67,1-0
35213,,,92,0-1
35214,,,69,1-0
35215,,,51,1-0
35216,,,113,1-0
35217,,,60,0-1
35218,,,83,1-0
35219,,,63,1-0
35220,,,75,1-0
35221,,,94,0-1
35222,,,48,0-1
35223,,,82,0-1
35224,,,85,1-0
35225,,,38,1/2-1/2
35226,,,68,0-1
35227,,,139,1-0
35228,,,108,0-1
35229,,,72,0-1
35230,,,75,1-0
35231,,,87,0-1
35232,,,74,0-1
35233,,,51,1-0
35234,,,90,1/2-1/2
35235,,,77,1-0
35236,,,87,1-0
35237,,,58,0-1
35238,,,81,1-0
35239,,,22,1/2-1/2
35240,,,43,1-0
35241,,,90,1/2-1/2
35242,,,24,1/2-1/2
35243,,,118,0-1
35244,,,57,1-0
35245,,,55,1/2-1/2
35246,,,51,1/2-1/2
35247,,,112,1/2-1/2
35248,,,53,1-0
35249,,,80,0-1
35250,,,140,1-0
35251,,,90,0-1
35252,,,71,1-0
35253,,,115,1-0
35254,,,99,1/2-1/2
35255,,,63,1/2-1/2
35256,,,58,0-1
35257,,,24,1/2-1/2
35258,,,26,0-1
35259,,,224,0-1
35260,,,80,0-1
35261,,,63,1-0
35262,,,80,0-1
35263,,,66,1-0
35264,,,82,0-1
35265,,,62,1/2-1/2
35266,,,33,1/2-1/2
35267,,,67,1-0
35268,,,88,1/2-1/2
35269,,,49,1-0
35270,,,98,0-1
35271,,,52,1/2-1/2
35272,,,59,1-0
35273,,,70,0-1
35274,,,73,1-0
35275,,,84,0-1
35276,,,196,1/2-1/2
35277,,,89,1-0
35278,,,109,1-0
35279,,,72,0-1
35280,,,74,1/2-1/2
35281,,,74,0-1
35282,,,83,1/2-1/2
35283,,,75,1/2-1/2
35284,,,89,1/2-1/2
35285,,,73,1-0
35286,,,129,1-0
35287,,,83,1-0
35288,,,65,1-0
35289,,,54,0-1
35290,,,42,1/2-1/2
35291,,,95,1-0
35292,,,59,1-0
35293,,,103,1/2-1/2
35294,,,58,0-1
35295,,,79,1-0
35296,,,192,1/2-1/2
35297,,,96,0-1
35298,,,65,1/2-1/2
35299,,,100,0-1
35300,,,153,1/2-1/2
35301,,,113,1-0
35302,,,75,1-0
35303,,,74,0-1
35304,,,76,0-1
35305,,,18,1/2-1/2
35306,,,23,1/2-1/2
35307,,,69,1-0
35308,,,80,0-1
35309,,,51,1-0
35310,,,61,1/2-1/2
35311,,,39,1/2-1/2
35312,,,113,1/2-1/2
35313,,,80,1/2-1/2
35314,,,117,1-0
35315,,,89,1-0
35316,,,113,1/2-1/2
35317,,,64,0-1
35318,,,89,1-0
35319,,,51,1-0
35320,,,76,0-1
35321,,,19,1/2-1/2
35322,,,105,1-0
35323,,,113,1-0
35324,,,23,1/2-1/2
35325,,,106,0-1
35326,,,40,1/2-1/2
35327,,,76,0-1
35328,,,54,0-1
35329,,,111,1/2-1/2
35330,,,74,0-1
35331,,,128,1/2-1/2
35332,,,54,1/2-1/2
35333,,,130,0-1
35334,,,110,1/2-1/2
35335,,,91,1-0
35336,,,116,1/2-1/2
35337,,,95,1/2-1/2
35338,,,167,1-0
35339,,,62,0-1
35340,,,48,1/2-1/2
35341,,,70,0-1
35342,,,112,0-1
35343,,,117,1-0
35344,,,85,1/2-1/2
35345,,,37,1/2-1/2
35346,,,106,0-1
35347,,,99,1-0
35348,,,61,0-1
35349,,,70,1-0
35350,,,85,0-1
35351,,,71,1-0
35352,,,92,0-1
35353,,,95,1/2-1/2
35354,,,62,0-1
35355,,,32,1/2-1/2
35356,,,130,0-1
35357,,,68,0-1
35358,,,40,1/2-1/2
35359,,,75,1/2-1/2
35360,,,159,1-0
35361,,,66,1/2-1/2
35362,,,163,1/2-1/2
35363,,,44,0-1
35364,,,108,1/2-1/2
35365,,,81,1-0
35366,,,124,1/2-1/2
35367,,,73,1-0
35368,,,119,1-0
35369,,,113,1-0
35370,,,50,1/2-1/2
35371,,,62,1-0
35372,,,59,1/2-1/2
35373,,,128,0-1
35374,,,165,1/2-1/2
35375,,,103,1-0
35376,,,197,1/2-1/2
35377,,,120,1/2-1/2
35378,,,29,1-0
35379,,,69,1-0
35380,,,44,1/2-1/2
35381,,,145,1-0
35382,,,46,0-1
35383,,,18,1/2-1/2
35384,,,66,0-1
35385,,,98,1/2-1/2
35386,,,146,0-1
35387,,,57,1-0
35388,,,154,0-1
35389,,,89,1-0
35390,,,64,0-1
35391,,,181,1/2-1/2
35392,,,60,0-1
35393,,,64,1/2-1/2
35394,,,83,1-0
35395,,,40,1/2-1/2
35396,,,163,1/2-1/2
35397,,,85,1-0
35398,,,73,0-1
35399,,,88,0-1
35400,,,142,0-1
35401,,,156,1/2-1/2
35402,,,105,1-0
35403,,,98,0-1
35404,,,45,1-0
35405,,,86,0-1
35406,,,126,1/2-1/2
35407,,,78,0-1
35408,,,74,0-1
35409,,,112,1/2-1/2
35410,,,111,1-0
35411,,,62,0-1
35412,,,93,1-0
35413,,,83,1/2-1/2
35414,,,78,0-1
35415,,,55,1-0
35416,,,72,1-0
35417,,,124,0-1
35418,,,55,1-0
35419,,,27,0-1
35420,,,62,1/2-1/2
35421,,,46,1-0
35422,,,42,1/2-1/2
35423,,,78,0-1
35424,,,58,0-1
35425,,,89,1/2-1/2
35426,,,46,1/2-1/2
35427,,,98,0-1
35428,,,62,1/2-1/2
35429,,,39,1-0
35430,,,17,1/2-1/2
35431,,,72,0-1
35432,,,133,1/2-1/2
35433,,,66,0-1
35434,,,103,1-0
35435,,,90,1-0
35436,,,162,1/2-1/2
35437,,,137,1-0
35438,,,124,1/2-1/2
35439,,,38,1/2-1/2
35440,,,48,0-1
35441,,,85,1-0
35442,,,96,0-1
35443,,,54,0-1
35444,,,115,1-0
35445,,,38,1/2-1/2
35446,,,124,1-0
35447,,,115,1/2-1/2
35448,,,91,1-0
35449,,,96,1/2-1/2
35450,,,12,1-0
35451,,,94,1/2-1/2
35452,,,88,0-1
35453,,,67,1-0
35454,,,55,1-0
35455,,,125,1-0
35456,,,96,0-1
35457,,,81,1-0
35458,,,110,0-1
35459,,,64,0-1
35460,,,120,1/2-1/2
35461,,,130,0-1
35462,,,61,1-0
35463,,,45,1/2-1/2
35464,,,60,1/2-1/2
35465,,,135,1-0
35466,,,138,0-1
35467,,,60,0-1
35468,,,102,0-1
35469,,,25,1/2-1/2
35470,,,91,1-0
35471,,,104,0-1
35472,,,104,1/2-1/2
35473,,,105,1/2-1/2
35474,,,60,0-1
35475,,,55,1-0
35476,,,32,1/2-1/2
35477,,,35,1-0
35478,,,72,0-1
35479,,,50,0-1
35480,,,80,1/2-1/2
35481,,,63,1/2-1/2
35482,,,96,0-1
35483,,,100,1/2-1/2
35484,,,131,1-0
35485,,,85,1-0
35486,,,43,1/2-1/2
35487,,,151,1-0
35488,,,32,1/2-1/2
35489,,,99,1-0
35490,,,132,0-1
35491,,,69,1/2-1/2
35492,,,60,0-1
35493,,,101,1-0
35494,,,86,0-1
35495,,,100,1/2-1/2
35496,,,139,1-0
35497,,,229,1/2-1/2
35498,,,97,1-0
35499,,,74,0-1
35500,,,78,1/2-1/2
35501,,,63,1-0
35502,,,201,1/2-1/2
35503,,,12,1/2-1/2
35504,,,163,1/2-1/2
35505,,,35,1/2-1/2
35506,,,61,1-0
35507,,,57,1-0
35508,,,142,0-1
35509,,,103,1-0
35510,,,74,0-1
35511,,,104,0-1
35512,,,59,1-0
35513,,,38,0-1
35514,,,72,0-1
35515,,,67,1/2-1/2
35516,,,58,0-1
35517,,,225,1/2-1/2
35518,,,68,0-1
35519,,,101,1-0
35520,,,76,0-1
35521,,,53,1-0
35522,,,77,1-0
35523,,,62,0-1
35524,,,77,1-0
35525,,,86,0-1
35526,,,111,1/2-1/2
35527,,,62,0-1
35528,,,61,1-0
35529,,,75,1/2-1/2
35530,,,54,0-1
35531,,,61,1/2-1/2
35532,,,108,0-1
35533,,,72,0-1
35534,,,63,1/2-1/2
35535,,,33,1/2-1/2
35536,,,105,1-0
35537,,,62,0-1
35538,,,134,0-1
35539,,,67,1/2-1/2
35540,,,100,0-1
35541,,,83,1-0
35542,,,108,0-1
35543,,,111,1-0
35544,,,92,0-1
35545,,,51,1-0
35546,,,106,0-1
35547,,,46,0-1
35548,,,81,1/2-1/2
35549,,,98,0-1
35550,,,134,0-1
35551,,,66,0-1
35552,,,97,1/2-1/2
35553,,,57,1-0
35554,,,54,0-1
35555,,,91,1-0
35556,,,99,1/2-1/2
35557,,,168,1/2-1/2
35558,,,79,1-0
35559,,,63,1-0
35560,,,20,1/2-1/2
35561,,,62,0-1
35562,,,102,0-1
35563,,,140,1/2-1/2
35564,,,39,0-1
35565,,,99,1-0
35566,,,37,1/2-1/2
35567,,,68,0-1
35568,,,74,0-1
35569,,,89,1/2-1/2
35570,,,54,0-1
35571,,,120,0-1
35572,,,80,0-1
35573,,,153,1-0
35574,,,130,0-1
35575,,,87,1-0
35576,,,32,1/2-1/2
35577,,,70,0-1
35578,,,50,0-1
35579,,,37,1/2-1/2
35580,,,143,1/2-1/2
35581,,,68,1/2-1/2
35582,,,56,1/2-1/2
35583,,,116,0-1
35584,,,98,1/2-1/2
35585,,,59,1/2-1/2
35586,,,69,1/2-1/2
35587,,,25,1/2-1/2
35588,,,73,1/2-1/2
35589,,,77,1-0
35590,,,41,1/2-1/2
35591,,,77,1-0
35592,,,69,1/2-1/2
35593,,,63,1/2-1/2
35594,,,120,0-1
35595,,,136,0-1
35596,,,20,1/2-1/2
35597,,,176,0-1
35598,,,57,1-0
35599,,,105,1/2-1/2
35600,,,71,1-0
35601,,,143,1-0
35602,,,80,0-1
35603,,,130,1/2-1/2
35604,,,60,0-1
35605,,,89,1-0
35606,,,58,1-0
35607,,,74,0-1
35608,,,96,0-1
35609,,,55,1-0
35610,,,85,1-0
35611,,,76,0-1
35612,,,70,0-1
35613,,,58,1/2-1/2
35614,,,111,1-0
35615,,,75,1-0
35616,,,58,0-1
35617,,,79,1/2-1/2
35618,,,134,0-1
35619,,,67,1-0
35620,,,90,1/2-1/2
35621,,,43,1/2-1/2
35622,,,55,1-0
35623,,,209,1-0
35624,,,77,1-0
35625,,,79,1-0
35626,,,80,0-1
35627,,,29,1/2-1/2
35628,,,99,1/2-1/2
35629,,,110,1/2-1/2
35630,,,73,1/2-1/2
35631,,,119,1-0
35632,,,74,0-1
35633,,,39,1/2-1/2
35634,,,81,1/2-1/2
35635,,,66,0-1
35636,,,59,1-0
35637,,,129,1/2-1/2
35638,,,122,1/2-1/2
35639,,,50,0-1
35640,,,83,1-0
35641,,,52,0-1
35642,,,52,0-1
35643,,,47,1-0
35644,,,97,1-0
35645,,,59,1-0
35646,,,62,0-1
35647,,,68,0-1
35648,,,52,1/2-1/2
35649,,,49,1-0
35650,,,62,0-1
35651,,,126,0-1
35652,,,157,1-0
35653,,,117,1-0
35654,,,55,1/2-1/2
35655,,,67,1-0
35656,,,131,1/2-1/2
35657,,,85,1-0
35658,,,58,0-1
35659,,,45,1/2-1/2
35660,,,104,0-1
35661,,,134,1/2-1/2
35662,,,19,1/2-1/2
35663,,,61,1-0
35664,,,81,1-0
35665,,,104,0-1
35666,,,87,1-0
35667,,,121,1-0
35668,,,131,1/2-1/2
35669,,,81,1-0
35670,,,128,0-1
35671,,,73,0-1
35672,,,125,1-0
35673,,,59,1/2-1/2
35674,,,89,1-0
35675,,,62,1/2-1/2
35676,,,138,0-1
35677,,,144,0-1
35678,,,196,1/2-1/2
35679,,,84,1-0
35680,,,82,0-1
35681,,,127,1/2-1/2
35682,,,79,1-0
35683,,,52,0-1
35684,,,83,1-0
35685,,,97,1-0
35686,,,45,1-0
35687,,,79,1/2-1/2
35688,,,65,1-0
35689,,,84,1/2-1/2
35690,,,139,1-0
35691,,,211,1/2-1/2
35692,,,52,1-0
35693,,,103,1-0
35694,,,154,0-1
35695,,,33,1/2-1/2
35696,,,71,1-0
35697,,,78,0-1
35698,,,87,1-0
35699,,,42,1/2-1/2
35700,,,80,1/2-1/2
35701,,,71,1-0
35702,,,70,0-1
35703,,,119,1/2-1/2
35704,,,151,1-0
35705,,,53,1-0
35706,,,125,1/2-1/2
35707,,,26,0-1
35708,,,78,0-1
35709,,,46,0-1
35710,,,65,1-0
35711,,,111,1-0
35712,,,196,1/2-1/2
35713,,,166,0-1
35714,,,125,1-0
35715,,,91,1-0
35716,,,96,0-1
35717,,,83,1-0
35718,,,65,1-0
35719,,,70,0-1
35720,,,43,1-0
35721,,,160,0-1
35722,,,107,1-0
35723,,,54,0-1
35724,,,114,0-1
35725,,,106,0-1
35726,,,92,0-1
35727,,,37,1-0
35728,,,67,1-0
35729,,,157,1/2-1/2
35730,,,72,0-1
35731,,,105,1-0
35732,,,75,1-0
35733,,,111,1-0
35734,,,114,0-1
35735,,,66,0-1
35736,,,92,1/2-1/2
35737,,,73,1-0
35738,,,47,1-0
35739,,,81,1-0
35740,,,136,0-1
35741,,,77,1-0
35742,,,75,0-1
35743,,,22,1/2-1/2
35744,,,47,1/2-1/2
35745,,,120,1/2-1/2
35746,,,112,1/2-1/2
35747,,,151,1/2-1/2
35748,,,53,1-0
35749,,,94,0-1
35750,,,134,1/2-1/2
35751,,,150,1/2-1/2
35752,,,34,1/2-1/2
35753,,,68,0-1
35754,,,71,1-0
35755,,,118,0-1
35756,,,108,0-1
35757,,,80,1/2-1/2
35758,,,134,1/2-1/2
35759,,,110,1/2-1/2
35760,,,62,0-1
35761,,,63,1/2-1/2
35762,,,69,1-0
35763,,,144,0-1
35764,,,78,1-0
35765,,,72,0-1
35766,,,55,1-0
35767,,,68,0-1
35768,,,81,0-1
35769,,,80,0-1
35770,,,56,0-1
35771,,,133,1-0
35772,,,73,1-0
35773,,,80,0-1
35774,,,93,1-0
35775,,,69,1-0
35776,,,62,0-1
35777,,,105,1-0
35778,,,70,0-1
35779,,,105,0-1
35780,,,80,0-1
35781,,,59,1-0
35782,,,69,1/2-1/2
35783,,,80,0-1
35784,,,62,0-1
35785,,,51,1/2-1/2
35786,,,103,1-0
35787,,,71,1-0
35788,,,64,0-1
35789,,,93,1/2-1/2
35790,,,91,1-0
35791,,,61,1/2-1/2
35792,,,90,0-1
35793,,,80,1/2-1/2
35794,,,58,1-0
35795,,,95,1-0
35796,,,80,0-1
35797,,,67,1-0
35798,,,82,1/2-1/2
35799,,,35,1-0
35800,,,124,1/2-1/2
35801,,,86,0-1
35802,,,26,1/2-1/2
35803,,,139,1/2-1/2
35804,,,66,0-1
35805,,,50,0-1
35806,,,86,0-1
35807,,,75,1-0
35808,,,77,1/2-1/2
35809,,,171,1-0
35810,,,93,1-0
35811,,,59,1-0
35812,,,46,0-1
35813,,,76,1/2-1/2
35814,,,101,1/2-1/2
35815,,,109,1-0
35816,,,85,1-0
35817,,,152,1-0
35818,,,64,0-1
35819,,,54,0-1
35820,,,113,1-0
35821,,,77,1-0
35822,,,93,1-0
