#Event,WhiteElo,BlackElo,Result
20697,2257,2250,1-0
20698,1908,1711,1-0
20699,1774,1546,1-0
20700,1905,1618,1-0
20701,2282,2300,1/2-1/2
20702,1790,2191,0-1
20703,1960,1835,1/2-1/2
20704,2104,2350,1/2-1/2
20705,1887,1828,1/2-1/2
20706,2066,2495,0-1
20707,2382,2564,1-0
20708,2539,2410,1-0
20709,1602,1853,1/2-1/2
20710,1511,1991,0-1
20711,2035,2276,0-1
20712,2169,2363,1/2-1/2
20713,2381,2634,0-1
20714,2466,2316,1/2-1/2
20715,2101,1975,1-0
20716,1985,2318,0-1
20717,2351,2506,1/2-1/2
20718,2352,2367,1/2-1/2
20719,2258,2385,1-0
20720,2213,2487,1/2-1/2
20721,2488,2089,1-0
20722,2218,2400,0-1
20723,2475,2501,1-0
20724,1913,1793,1-0
20725,2464,2380,1/2-1/2
20726,2327,2274,1/2-1/2
20727,2002,2429,0-1
20728,2456,2335,1/2-1/2
20729,2464,2363,1/2-1/2
20730,2016,1900,1/2-1/2
20731,1884,1778,1-0
20732,2236,2162,1-0
20733,2112,1920,1-0
20734,2231,2089,1-0
20735,1821,1907,0-1
20736,1783,2041,1/2-1/2
20737,2247,2583,0-1
20738,1953,1512,1-0
20739,2287,2159,1-0
20740,2513,2185,1-0
20741,2306,2212,1/2-1/2
20742,1636,1873,1-0
20743,2723,2745,0-1
20744,1808,2154,0-1
20745,2403,2138,1/2-1/2
20746,1988,2060,0-1
20747,2243,1847,1-0
20748,2023,2043,1/2-1/2
20749,2145,2036,1/2-1/2
20750,2239,2075,0-1
20751,1984,2198,1-0
20752,2386,2506,1-0
20753,2198,1840,1-0
20754,2552,2354,1-0
20755,2452,2537,1-0
20756,2581,2598,1/2-1/2
20757,2454,2412,1-0
20758,2101,2546,0-1
20759,2556,2533,1-0
20760,2174,2032,1-0
20761,2379,2116,1-0
20762,2691,2570,1-0
20763,2401,2196,0-1
20764,1664,1909,1/2-1/2
20765,2002,2563,0-1
20766,2324,2080,1-0
20767,1968,2130,1-0
20768,2007,2281,0-1
20769,2369,2457,1/2-1/2
20770,2254,2525,0-1
20771,1906,2043,1-0
20772,2548,2003,1-0
20773,2375,2123,0-1
20774,1773,1946,0-1
20775,2658,2486,1-0
20776,2324,2042,1-0
20777,2210,2459,0-1
20778,2125,2305,0-1
20779,2440,2402,1-0
20780,2475,2040,1-0
20781,2064,2239,1/2-1/2
20782,2663,2654,0-1
20783,2166,2322,1/2-1/2
20784,2230,2340,1-0
20785,2244,2010,1-0
20786,2497,2326,1-0
20787,2438,2164,1-0
20788,2575,2186,1-0
20789,2557,2157,1-0
20790,2234,2109,1-0
20791,2474,2416,1/2-1/2
20792,2286,2337,1-0
20793,2346,2331,1-0
20794,2515,2531,0-1
20795,2539,2311,1/2-1/2
20796,2170,2082,0-1
20797,2256,2458,0-1
20798,2262,2233,1-0
20799,2167,1895,1-0
20800,2262,2258,1-0
20801,1970,2054,1-0
20802,2339,1885,1-0
20803,2487,2167,1-0
20804,2240,2045,1-0
20805,2205,2374,0-1
20806,2221,1844,1-0
20807,2179,2417,0-1
20808,2113,2225,0-1
20809,2505,2224,1-0
20810,2416,2358,1-0
20811,2254,2459,1/2-1/2
20812,2190,2304,1/2-1/2
20813,1858,1967,0-1
20814,2125,2116,1-0
20815,2434,2189,1/2-1/2
20816,2586,2544,0-1
20817,2351,2321,1/2-1/2
20818,2493,2607,1/2-1/2
20819,2475,2318,1/2-1/2
20820,2200,2363,0-1
20821,2053,2260,1/2-1/2
20822,2392,2601,0-1
20823,2632,2519,0-1
20824,2127,2238,0-1
20825,2028,2091,1-0
20826,2460,1946,1-0
20827,1833,2203,1/2-1/2
20828,2245,2114,0-1
20829,1783,1985,1/2-1/2
20830,2648,2619,1/2-1/2
20831,2364,2330,1-0
20832,2337,2105,1-0
20833,2400,2527,1/2-1/2
20834,2450,2288,1-0
20835,2549,2655,1/2-1/2
20836,2250,2342,1/2-1/2
20837,2025,2195,1/2-1/2
20838,2717,2726,1/2-1/2
20839,2312,2261,1/2-1/2
20840,2253,2037,1-0
20841,2094,2446,1-0
20842,2222,2249,1/2-1/2
20843,2635,2594,1-0
20844,2284,2461,0-1
20845,2389,2412,1-0
20846,2428,1931,1/2-1/2
20847,2132,1948,1-0
20848,2418,2368,1/2-1/2
20849,2249,1792,1-0
20850,2652,2553,1/2-1/2
20851,1728,1585,1/2-1/2
20852,2094,2081,1-0
20853,2039,2132,0-1
20854,1926,2463,0-1
20855,2153,2287,1-0
20856,2039,2435,0-1
20857,2242,2307,1/2-1/2
20858,2365,2485,1/2-1/2
20859,2557,2542,1-0
20860,2427,2326,1/2-1/2
20861,2210,2144,0-1
20862,2178,2366,0-1
20863,2413,2176,1-0
20864,2635,2679,1-0
20865,1818,1916,1-0
20866,2390,2171,1-0
20867,2561,2402,1-0
20868,1531,1763,0-1
20869,2445,2104,1/2-1/2
20870,2155,1969,1/2-1/2
20871,2510,2402,1/2-1/2
20872,2540,2258,1-0
20873,2387,1942,1-0
20874,2414,2131,1-0
20875,2282,2380,1/2-1/2
20876,2458,2479,1/2-1/2
20877,2412,2409,1/2-1/2
20878,2487,2387,1/2-1/2
20879,2214,2389,1/2-1/2
20880,2037,2391,1-0
20881,1941,1828,1-0
20882,2426,2579,0-1
20883,2305,2025,1/2-1/2
20884,2002,2433,0-1
20885,2554,2389,1/2-1/2
20886,2363,2567,0-1
20887,2633,2526,1-0
20888,2403,1800,1-0
20889,2313,2495,0-1
20890,2130,2026,1-0
20891,2023,1799,1-0
20892,2062,2396,0-1
20893,2238,2400,1/2-1/2
20894,2631,2244,1-0
20895,2011,2181,1/2-1/2
20896,2315,2063,1/2-1/2
20897,2022,1851,1-0
20898,2358,2328,1/2-1/2
20899,2441,2165,1-0
20900,2132,2103,1-0
20901,1641,1778,1-0
20902,2196,2035,1-0
20903,2427,2484,0-1
20904,2299,2434,1/2-1/2
20905,2023,2423,0-1
20906,2121,2342,0-1
20907,1943,2123,1-0
20908,1964,2171,1-0
20909,2119,2166,0-1
20910,2460,2486,0-1
20911,1921,1985,1/2-1/2
20912,2318,2004,1-0
20913,1755,1471,1-0
20914,2205,1897,1-0
20915,2136,2120,0-1
20916,2349,2049,1/2-1/2
20917,2171,2328,0-1
20918,2174,2206,0-1
20919,1775,2067,1-0
20920,2367,2460,0-1
20921,2111,2412,1/2-1/2
20922,2015,2231,0-1
20923,2664,2144,1-0
20924,2112,2129,1/2-1/2
20925,2258,2501,0-1
20926,2127,2073,1/2-1/2
20927,2593,2329,1-0
20928,2571,2513,1-0
20929,2475,2625,0-1
20930,2531,2136,1-0
20931,2522,2336,1-0
20932,2402,1946,1-0
20933,2214,2383,1/2-1/2
20934,2428,2423,1/2-1/2
20935,2170,2034,1/2-1/2
20936,2221,2150,1/2-1/2
20937,2470,2595,0-1
20938,1498,1531,1/2-1/2
20939,2525,2376,1-0
20940,2217,2401,1/2-1/2
20941,1756,1896,1-0
20942,1680,1831,0-1
20943,2547,2487,1-0
20944,2429,2429,1-0
20945,2289,2395,1/2-1/2
20946,1730,1875,1/2-1/2
20947,2638,2502,1-0
20948,2038,2241,1/2-1/2
20949,2409,2470,1/2-1/2
20950,2572,2568,1/2-1/2
20951,2282,2285,0-1
20952,1998,1858,1-0
20953,2194,2269,1-0
20954,1964,2174,1-0
20955,2465,2337,1-0
20956,2409,2209,1-0
20957,1914,1732,0-1
20958,2064,2318,0-1
20959,2368,2622,0-1
20960,2112,2326,1-0
20961,2202,2032,1-0
20962,2296,2458,0-1
20963,2281,2375,1/2-1/2
20964,2085,1911,1-0
20965,2191,2465,0-1
20966,1944,1561,1/2-1/2
20967,2442,2389,1-0
20968,2298,2390,0-1
20969,1841,1829,1/2-1/2
20970,2130,2186,1-0
20971,2244,1725,1-0
20972,2153,1765,1-0
20973,2140,1881,1-0
20974,1703,1637,1-0
20975,2225,2118,1/2-1/2
20976,2293,2264,0-1
20977,2322,2139,1/2-1/2
20978,1642,1511,1-0
20979,1851,1723,1-0
20980,2399,2460,0-1
20981,2497,2186,1/2-1/2
20982,2417,2195,1/2-1/2
20983,1896,2048,0-1
20984,2370,2345,1/2-1/2
20985,2766,2748,0-1
20986,2016,2087,1-0
20987,2371,2384,1/2-1/2
20988,2282,2275,1/2-1/2
20989,2347,2616,0-1
20990,2264,2096,0-1
20991,2270,2159,1-0
20992,2156,2206,1/2-1/2
20993,2511,2410,1/2-1/2
20994,2257,2194,1-0
20995,2006,2519,0-1
20996,2273,2396,0-1
20997,2610,2704,1/2-1/2
20998,1864,2031,1/2-1/2
20999,2300,2140,1-0
21000,1431,2167,0-1
21001,2246,1915,1-0
21002,1961,1658,1-0
21003,1994,2228,0-1
21004,2211,1777,1-0
21005,2451,2369,1-0
21006,1679,1795,0-1
21007,2204,1955,1-0
21008,2345,2198,1-0
21009,2466,2556,1/2-1/2
21010,2488,2357,1/2-1/2
21011,2568,2446,1/2-1/2
21012,2177,1921,1-0
21013,2002,2365,1/2-1/2
21014,2082,2206,0-1
21015,2048,2265,1/2-1/2
21016,2018,1938,1/2-1/2
21017,2153,2402,1/2-1/2
21018,2041,2269,1/2-1/2
21019,2501,2709,0-1
21020,2554,2517,1-0
21021,2167,2003,1/2-1/2
21022,2668,2149,1-0
21023,2127,1940,1/2-1/2
21024,2526,2246,1-0
21025,2026,2314,0-1
21026,1848,1532,1-0
21027,2464,2632,0-1
21028,1832,2087,0-1
21029,1988,2291,1/2-1/2
21030,2335,2369,1/2-1/2
21031,1878,1730,1/2-1/2
21032,1274,1607,0-1
21033,1661,1262,0-1
21034,2226,1959,1/2-1/2
21035,2248,2435,1/2-1/2
21036,2504,2452,0-1
21037,2223,2233,0-1
21038,2433,2400,1/2-1/2
21039,2568,1992,1-0
21040,2646,2664,1/2-1/2
21041,2224,2378,0-1
21042,2619,2312,1-0
21043,2329,2334,0-1
21044,2258,2094,1-0
21045,2014,2061,1-0
21046,1935,1723,1-0
21047,2124,2180,0-1
21048,2472,2426,1-0
21049,2190,2156,1-0
21050,2167,1855,0-1
21051,2100,2305,0-1
21052,2602,2710,1-0
21053,2376,2607,1/2-1/2
21054,2310,2459,1/2-1/2
21055,2368,1851,1-0
21056,2274,2209,0-1
21057,1722,2460,0-1
21058,2213,1980,1-0
21059,2779,2548,1-0
21060,2387,1983,1-0
21061,2250,2275,0-1
21062,2157,2369,0-1
21063,2280,2373,1-0
21064,2024,2275,1/2-1/2
21065,2655,2252,1-0
21066,1942,2509,0-1
21067,2478,2358,1/2-1/2
21068,2138,2182,0-1
21069,2340,2310,1-0
21070,2236,2002,1-0
21071,2507,2571,1/2-1/2
21072,1778,2360,0-1
21073,2057,1962,0-1
21074,2370,2786,0-1
21075,1664,1455,0-1
21076,2389,2079,1-0
21077,2349,2154,1-0
21078,2042,2010,1/2-1/2
21079,2173,2292,1-0
21080,2290,2629,0-1
21081,2389,2286,1-0
21082,2495,2500,1/2-1/2
21083,2511,2377,1-0
21084,2206,2125,1-0
21085,2460,2446,1/2-1/2
21086,2094,2078,1/2-1/2
21087,2214,2368,1/2-1/2
21088,1887,2120,0-1
21089,1679,1966,0-1
21090,2314,2462,0-1
21091,2282,2448,0-1
21092,2028,2058,1/2-1/2
21093,2432,2152,1-0
21094,2050,1848,1-0
21095,2518,2639,0-1
21096,1991,2275,1-0
21097,2426,2325,1-0
21098,2314,1971,1/2-1/2
21099,1521,1881,0-1
21100,2352,2252,1-0
21101,2383,2569,1/2-1/2
21102,2479,2240,1-0
21103,2401,1941,1-0
21104,2336,2235,0-1
21105,2524,2589,0-1
21106,1949,2050,1-0
21107,1982,2185,0-1
21108,2753,2864,1-0
21109,2531,2447,1/2-1/2
21110,2081,1880,1-0
21111,2046,1961,1/2-1/2
21112,2402,2331,1-0
21113,2224,2466,1-0
21114,1512,1843,0-1
21115,2523,2376,1/2-1/2
21116,2658,2680,1-0
21117,2129,2014,1/2-1/2
21118,2501,2144,1/2-1/2
21119,2134,2539,0-1
21120,2030,2280,1/2-1/2
21121,2723,2632,1/2-1/2
21122,2133,1818,1-0
21123,2383,2603,0-1
21124,2225,2351,1-0
21125,2306,2291,1-0
21126,2322,2209,1-0
21127,2540,2513,1/2-1/2
21128,2580,2293,1-0
21129,2117,2032,1-0
21130,2486,2628,0-1
21131,2079,1911,1/2-1/2
21132,2517,2285,1-0
21133,2408,2145,1-0
21134,2436,2477,1/2-1/2
21135,2547,2174,1-0
21136,2016,2103,1/2-1/2
21137,2323,2258,1/2-1/2
21138,2347,2591,0-1
21139,2327,2367,0-1
21140,2164,2398,0-1
21141,2174,2371,0-1
21142,2022,1811,1/2-1/2
21143,2531,2362,0-1
21144,2044,1852,1/2-1/2
21145,2744,2772,1/2-1/2
21146,2155,2558,0-1
21147,2178,2347,1/2-1/2
21148,2707,2185,1-0
21149,2417,2235,1-0
21150,2066,2226,0-1
21151,2101,1889,1-0
21152,2323,1959,1-0
21153,1952,2190,0-1
21154,1937,1968,1/2-1/2
21155,2281,1819,1-0
21156,2250,2235,1/2-1/2
21157,1931,2210,1-0
21158,2262,2199,0-1
21159,1583,1932,1/2-1/2
21160,2309,2237,0-1
21161,2678,2743,1/2-1/2
21162,2587,2630,1/2-1/2
21163,2172,2251,0-1
21164,2532,2698,1/2-1/2
21165,2044,2298,1/2-1/2
21166,2316,2052,1-0
21167,2095,2220,1-0
21168,2439,2459,1/2-1/2
21169,2098,2414,1-0
21170,2184,2363,1/2-1/2
21171,2262,2438,0-1
21172,2082,2251,0-1
21173,1939,1740,1-0
21174,2345,2173,1-0
21175,2025,2370,0-1
21176,2147,1942,1-0
21177,2330,2174,1-0
21178,2278,2015,1/2-1/2
21179,1980,1612,1-0
21180,2259,2349,1/2-1/2
21181,2069,1916,1-0
21182,2578,2359,1-0
21183,2599,2614,1/2-1/2
21184,2119,2304,1/2-1/2
21185,2178,2035,1/2-1/2
21186,2349,2055,1-0
21187,2089,1672,1-0
21188,2259,2195,1/2-1/2
21189,2338,2480,0-1
21190,1641,2439,0-1
21191,1782,1621,1-0
21192,2400,2594,0-1
21193,2002,2167,0-1
21194,2493,2493,1/2-1/2
21195,2008,2285,1-0
21196,1675,2080,0-1
21197,1851,2363,0-1
21198,2059,2171,1/2-1/2
21199,2038,2399,0-1
21200,2394,2257,1-0
21201,2650,2542,1-0
21202,2312,2099,1-0
21203,1706,2060,0-1
21204,2217,2507,0-1
21205,2328,2517,1/2-1/2
21206,2076,2291,0-1
21207,2354,2576,0-1
21208,2446,2503,1/2-1/2
21209,2136,2177,1/2-1/2
21210,2520,2518,1/2-1/2
21211,2079,1791,1-0
21212,1923,2133,1-0
21213,1952,2085,0-1
21214,2174,2194,1/2-1/2
21215,2260,2072,1/2-1/2
21216,1863,1987,0-1
21217,2210,2083,1-0
21218,1791,2251,1/2-1/2
21219,2108,2301,0-1
21220,2104,2197,1/2-1/2
21221,2551,2414,1-0
21222,2560,2572,1/2-1/2
21223,2319,2280,1-0
21224,2071,2582,0-1
21225,2530,2333,1-0
21226,2341,2491,1/2-1/2
21227,2500,2402,1/2-1/2
21228,2520,2573,1-0
21229,2552,2206,1-0
21230,2200,1990,1-0
21231,2260,1739,1-0
21232,2140,2374,1/2-1/2
21233,2583,2281,1-0
21234,2029,2351,1/2-1/2
21235,1796,2446,0-1
21236,2650,2723,0-1
21237,2233,2039,0-1
21238,2119,2533,0-1
21239,1908,2148,0-1
21240,2357,2307,1/2-1/2
21241,2115,2277,0-1
21242,2312,2194,0-1
21243,2226,2055,1-0
21244,2322,2149,1/2-1/2
21245,2528,2358,1/2-1/2
21246,1985,2213,0-1
21247,2204,2315,0-1
21248,2158,1912,1-0
21249,2274,2460,0-1
21250,2525,2570,1-0
21251,2009,2552,1/2-1/2
21252,2232,2406,1/2-1/2
21253,2274,2382,1/2-1/2
21254,2155,2370,1/2-1/2
21255,1917,2308,0-1
21256,2604,2268,1-0
21257,2212,1901,1-0
21258,2353,2323,0-1
21259,2353,2251,1-0
21260,2321,2019,1-0
21261,2493,2556,1/2-1/2
21262,2121,2559,0-1
21263,2078,2019,1/2-1/2
21264,2286,2252,1-0
21265,2009,2257,0-1
21266,1981,2325,0-1
21267,2354,2581,1/2-1/2
21268,2413,2170,1/2-1/2
21269,2052,2150,1-0
21270,1893,1528,1/2-1/2
21271,2310,2161,1-0
21272,2215,1985,1-0
21273,2030,2115,0-1
21274,2386,2598,0-1
21275,2199,2390,1/2-1/2
21276,2698,2296,1-0
21277,1992,2210,0-1
21278,2199,2009,1/2-1/2
21279,2325,2557,0-1
21280,2199,2405,1/2-1/2
21281,2261,1841,1-0
21282,2428,2403,1-0
21283,2063,2024,1-0
21284,2064,1885,1-0
21285,2072,1903,1-0
21286,1780,1933,1/2-1/2
21287,2483,2246,1-0
21288,2567,2483,1-0
21289,2338,2410,1/2-1/2
21290,2316,2628,0-1
21291,2522,2481,0-1
21292,2650,2621,0-1
21293,2716,2564,0-1
21294,2484,2110,1-0
21295,1787,1902,0-1
21296,2357,2634,0-1
21297,1991,2066,0-1
21298,2575,2352,1/2-1/2
21299,2222,2056,1/2-1/2
21300,2568,2461,1-0
21301,1851,2245,0-1
21302,2640,2474,1/2-1/2
21303,2401,2220,1-0
21304,2478,2341,1-0
21305,2049,1782,1-0
21306,2398,2435,1-0
21307,2392,2011,1-0
21308,2063,1773,1/2-1/2
21309,2272,2478,0-1
21310,2119,1982,1-0
21311,2792,2771,1/2-1/2
21312,2786,2775,1/2-1/2
21313,2276,2369,0-1
21314,2262,2434,0-1
21315,2243,2065,0-1
21316,1862,2044,0-1
21317,2518,2228,1-0
21318,1913,2291,0-1
21319,2214,2492,0-1
21320,2652,2643,1/2-1/2
21321,2312,2074,1-0
21322,2171,2419,0-1
21323,1947,2448,0-1
21324,1677,1411,1-0
21325,2389,2050,1/2-1/2
21326,2425,2429,1/2-1/2
21327,2079,2380,0-1
21328,2204,2442,1/2-1/2
21329,2018,1913,1-0
21330,2663,2837,0-1
21331,2460,2453,1/2-1/2
21332,2596,2497,1-0
21333,2096,2337,0-1
21334,2495,2430,1-0
21335,1985,2264,0-1
21336,2712,2661,1-0
21337,2052,2045,0-1
21338,2229,2096,1/2-1/2
21339,2383,2277,1-0
21340,2307,2016,1-0
21341,2210,2338,0-1
21342,2337,2355,1-0
21343,2228,2539,1/2-1/2
21344,2100,2381,0-1
21345,2299,2201,1-0
21346,2367,2037,1-0
21347,2287,2431,0-1
21348,2181,2154,1-0
21349,2564,2027,1-0
21350,2203,2295,0-1
21351,1735,2447,0-1
21352,1768,1966,1-0
21353,2190,2271,1/2-1/2
21354,2509,2432,1-0
21355,2054,2268,0-1
21356,2551,2172,1-0
21357,1654,1638,1-0
21358,2356,2231,1-0
21359,2001,2027,1/2-1/2
21360,2417,2207,1-0
21361,2530,2206,1-0
21362,2606,2723,0-1
21363,2060,1749,1-0
21364,2164,2279,1-0
21365,1887,1733,1-0
21366,2596,2502,1/2-1/2
21367,2425,2370,1/2-1/2
21368,2332,2174,1/2-1/2
21369,2089,1864,1-0
21370,2402,2214,1-0
21371,2240,2427,1-0
21372,2520,2655,0-1
21373,2345,2231,0-1
21374,2100,2268,1/2-1/2
21375,2328,2452,1-0
21376,2472,2358,1/2-1/2
21377,2347,2102,1/2-1/2
21378,2128,2217,1-0
21379,2500,2501,1/2-1/2
21380,1754,2123,0-1
21381,2299,2400,1/2-1/2
21382,2169,1921,1/2-1/2
21383,2399,2331,0-1
21384,2349,2480,1/2-1/2
21385,2065,1871,0-1
21386,1844,1698,1-0
21387,1939,1837,1/2-1/2
21388,2209,2368,0-1
21389,2073,1792,0-1
21390,1843,2059,1/2-1/2
21391,1618,1309,1-0
21392,2011,2203,0-1
21393,2267,2177,1-0
21394,2304,2380,0-1
21395,2317,2412,1/2-1/2
21396,2698,2642,1-0
21397,2394,2581,1/2-1/2
21398,2000,1983,1-0
21399,2032,1896,0-1
21400,2256,2448,1/2-1/2
21401,2274,2123,1-0
21402,2381,2246,1/2-1/2
21403,2398,2286,0-1
21404,2108,2328,1/2-1/2
21405,2418,2218,1/2-1/2
21406,2100,2073,0-1
21407,2237,2449,1/2-1/2
21408,2145,2207,1/2-1/2
21409,2041,2167,1/2-1/2
21410,2114,1925,1-0
21411,2565,2299,1/2-1/2
21412,2313,2177,1/2-1/2
21413,2382,2023,1-0
21414,2656,2492,1-0
21415,2593,2703,0-1
21416,2260,2354,1/2-1/2
21417,2360,2647,0-1
21418,1858,2036,0-1
21419,2397,2447,0-1
21420,1635,2177,0-1
21421,2701,2647,0-1
21422,2327,2473,0-1
21423,2069,2118,0-1
21424,2722,2622,1-0
21425,2108,1740,1-0
21426,2393,2472,1/2-1/2
21427,2274,2455,0-1
21428,2036,2180,1/2-1/2
21429,2307,2505,0-1
21430,1874,1777,1-0
21431,2395,2430,1-0
21432,1856,1822,1-0
21433,2374,2162,1-0
21434,2381,2551,1/2-1/2
21435,2246,2393,1/2-1/2
21436,2528,2408,1/2-1/2
21437,2616,2789,0-1
21438,2517,2233,1-0
21439,1822,1643,0-1
21440,2101,2242,0-1
21441,2608,2640,1-0
21442,2184,2250,1/2-1/2
21443,2042,2290,0-1
21444,2610,2462,1/2-1/2
21445,1828,2453,0-1
21446,2326,2485,0-1
21447,2313,2242,1/2-1/2
21448,1863,1729,1-0
21449,2114,2342,0-1
21450,2338,2520,1/2-1/2
21451,2421,2119,1-0
21452,2037,2167,1/2-1/2
21453,2599,2634,1/2-1/2
21454,2252,1945,1-0
21455,2102,2095,1/2-1/2
21456,2446,2121,1-0
21457,1828,2354,0-1
21458,1990,1856,1-0
21459,2383,2231,1-0
21460,2184,2450,1/2-1/2
21461,2569,2512,0-1
21462,1943,2238,0-1
21463,2226,2259,1-0
21464,2397,2347,1-0
21465,2268,2095,1-0
21466,2379,2394,1/2-1/2
21467,2495,2282,1-0
21468,2307,2227,1-0
21469,2292,2082,1-0
21470,1492,2001,1/2-1/2
21471,2191,2092,1-0
21472,2207,2406,1/2-1/2
21473,2295,2107,1/2-1/2
21474,2273,2056,1-0
21475,1789,1694,1-0
21476,2446,2173,1-0
21477,2139,2246,1/2-1/2
21478,1955,2213,1-0
21479,2227,2163,1/2-1/2
21480,2285,2363,1-0
21481,2713,2734,1/2-1/2
21482,1754,1633,1-0
21483,2471,2509,1-0
21484,2717,2662,1/2-1/2
21485,2481,2371,1/2-1/2
21486,2025,1710,1-0
21487,2406,2249,1-0
21488,2221,2451,0-1
21489,2094,2257,0-1
21490,2147,2280,0-1
21491,1903,1874,1-0
21492,2516,2649,1/2-1/2
21493,2504,1981,1-0
21494,2471,2096,1-0
21495,2404,2202,1-0
21496,2129,2403,0-1
21497,2613,2815,0-1
21498,2493,2106,1/2-1/2
21499,2513,2372,1/2-1/2
21500,2531,2329,1-0
21501,2042,2156,1-0
21502,2262,2201,1-0
21503,2501,2565,1-0
21504,2282,2479,1/2-1/2
21505,2480,2220,1/2-1/2
21506,2574,2260,0-1
21507,2227,2279,1/2-1/2
21508,1681,2060,0-1
21509,2454,2054,1-0
21510,2327,2211,1-0
21511,2079,1909,0-1
21512,2153,2421,0-1
21513,2425,2631,1-0
21514,2388,2353,1/2-1/2
21515,2545,2391,1-0
21516,2442,2366,1/2-1/2
21517,2454,2501,1/2-1/2
21518,2436,2584,1/2-1/2
21519,2465,2277,1-0
21520,2235,2064,1/2-1/2
21521,2215,2382,1/2-1/2
21522,2421,2644,0-1
21523,2451,2655,0-1
21524,2064,2368,1/2-1/2
21525,1981,2279,0-1
21526,2408,2256,1/2-1/2
21527,1823,1490,1-0
21528,2535,2605,0-1
21529,2150,2211,1-0
21530,2401,2170,1-0
21531,2474,2342,1-0
21532,2072,1733,1/2-1/2
21533,2249,2240,1-0
21534,2235,2099,1/2-1/2
21535,2225,2428,0-1
21536,2160,2368,0-1
21537,2006,2315,0-1
21538,2348,2291,1-0
21539,2417,2321,1/2-1/2
21540,2182,2307,0-1
21541,2513,2539,1/2-1/2
21542,2173,2275,1-0
21543,2514,2402,1-0
21544,2381,2232,0-1
21545,2290,2208,0-1
21546,2621,2613,1-0
21547,2309,2424,1/2-1/2
21548,2355,2511,1-0
21549,2195,2610,0-1
21550,2023,2172,1/2-1/2
21551,1853,1638,0-1
21552,2150,2013,1-0
21553,2213,2246,0-1
21554,2481,2546,1/2-1/2
21555,2239,2188,1/2-1/2
21556,2396,2294,1-0
21557,1963,1923,1-0
21558,2180,2449,0-1
21559,2553,2440,1-0
21560,2213,2303,0-1
21561,2430,2424,1/2-1/2
21562,2202,1832,1-0
21563,2344,2311,1/2-1/2
21564,2120,2224,1/2-1/2
21565,2338,2661,1-0
21566,2410,2470,1-0
21567,2352,2231,1/2-1/2
21568,2630,2215,1-0
21569,2257,2252,1-0
21570,2380,2150,1-0
21571,2134,2055,0-1
21572,1948,1696,1-0
21573,2407,2173,1/2-1/2
21574,1924,2029,1/2-1/2
21575,2215,2590,0-1
21576,1944,2128,0-1
21577,2390,2643,1-0
21578,2028,2020,1-0
21579,2044,2477,0-1
21580,2584,2567,1-0
21581,2604,2455,1-0
21582,2421,2072,1/2-1/2
21583,2554,2698,1/2-1/2
21584,2139,2160,1-0
21585,2075,2049,1-0
21586,2050,2224,1/2-1/2
21587,2692,2654,1-0
21588,2158,2167,1-0
21589,1726,1962,0-1
21590,2376,2175,1/2-1/2
21591,2000,2073,1/2-1/2
21592,2146,2285,1-0
21593,2602,2543,1/2-1/2
21594,2266,2135,1-0
21595,2097,2334,0-1
21596,2326,2055,1/2-1/2
21597,1947,2147,0-1
21598,2172,2072,1-0
21599,1530,1776,0-1
21600,2724,2628,1/2-1/2
21601,1331,1421,0-1
21602,2171,2516,0-1
21603,2319,2218,1-0
21604,2520,2266,1-0
21605,2402,2360,1/2-1/2
21606,2346,2378,1-0
21607,2028,1928,1-0
21608,1976,2498,0-1
21609,2157,2367,0-1
21610,2375,2114,1-0
21611,2044,2125,0-1
21612,2598,2265,1-0
21613,2555,2530,1/2-1/2
21614,2445,2224,1/2-1/2
21615,2218,2267,0-1
21616,2211,2262,1/2-1/2
21617,2585,2317,1-0
21618,2283,2200,1-0
21619,2562,2634,1/2-1/2
21620,2503,2703,1/2-1/2
21621,2137,2261,1-0
21622,2339,2120,1-0
21623,2303,2138,1/2-1/2
21624,2408,2258,1-0
21625,2072,1726,1/2-1/2
21626,2743,2678,1-0
21627,2045,2274,1/2-1/2
21628,2533,2333,1-0
21629,2228,2127,1/2-1/2
21630,2352,2021,1-0
21631,1962,2067,1-0
21632,2138,2016,1-0
21633,2322,2384,1/2-1/2
21634,2640,2569,1/2-1/2
21635,1836,1935,1-0
21636,2074,1891,1-0
21637,2359,2471,1-0
21638,2248,2377,0-1
21639,2119,1789,1-0
21640,2590,2484,1/2-1/2
21641,2414,2662,1/2-1/2
21642,1848,2125,0-1
21643,2642,2671,1/2-1/2
21644,2069,1858,1-0
21645,2521,2488,1/2-1/2
21646,2271,2374,1/2-1/2
21647,2449,2219,1/2-1/2
21648,1982,2279,1-0
21649,2270,2247,1/2-1/2
21650,2022,2119,0-1
21651,2272,2416,1/2-1/2
21652,2111,2703,0-1
21653,2371,2433,0-1
21654,2379,2288,1-0
21655,2323,2442,1/2-1/2
21656,2195,2520,1/2-1/2
21657,2501,2297,1-0
21658,1980,1837,1-0
21659,2264,2078,1-0
21660,2271,2489,0-1
21661,2426,1994,1-0
21662,2239,2404,1/2-1/2
21663,2098,1923,1-0
21664,2369,2014,1-0
21665,2459,2595,0-1
21666,2353,2055,1-0
21667,2562,2155,1-0
21668,2050,1788,0-1
21669,1567,1730,0-1
21670,2602,2476,1/2-1/2
21671,2793,2779,1/2-1/2
21672,2301,2447,0-1
21673,2484,2248,1-0
21674,2617,2295,1-0
21675,2135,2352,1/2-1/2
