Event,WhiteElo,BlackElo
46268,2045,2379
46269,2132,2255
46270,2132,2025
46271,2225,2462
46272,2438,2250
46273,1910,2211
46274,2199,2219
46275,2385,2341
46276,2118,2293
46277,2211,1907
46278,2387,2112
46279,2317,2154
46280,2290,2194
46281,2180,2373
46282,2251,2192
46283,2339,2386
46284,2203,2150
46285,2117,2337
46286,2423,2146
46287,2149,2357
46288,2384,2381
46289,2478,2180
46290,2268,2277
46291,2307,2106
46292,2338,2217
46293,2305,2275
46294,2213,2196
46295,2442,2477
46296,2301,2274
46297,2427,2203
46298,2218,2249
46299,2270,2398
46300,2143,2285
46301,2185,2477
46302,2037,2274
46303,2072,2033
46304,2406,2339
46305,2262,2371
46306,2188,2306
46307,2206,2322
46308,2213,2028
46309,2049,2043
46310,2247,2341
46311,2316,2430
46312,2463,2315
46313,2329,2404
46314,2337,2143
46315,2356,1960
46316,2211,2383
46317,2516,2316
46318,2337,2456
46319,2082,2344
46320,2051,2152
46321,1775,2031
46322,2238,2383
46323,2225,2248
46324,1978,2196
46325,2164,2148
46326,2257,2195
46327,2085,2017
46328,2407,2074
46329,2180,2267
46330,2079,2003
46331,2405,2427
46332,2168,2347
46333,2151,2062
46334,2406,2397
46335,2170,1929
46336,2274,2313
46337,2198,2272
46338,2246,2022
46339,2364,2213
46340,2415,2165
46341,2412,2283
46342,2347,2406
46343,2149,2016
46344,2242,2321
46345,2281,2124
46346,2074,2421
46347,2312,2452
46348,1977,1946
46349,2205,2438
46350,2334,1922
46351,2438,2313
46352,2126,2420
46353,1943,2293
46354,2157,2178
46355,2318,2078
46356,2322,2346
46357,2531,2471
46358,2230,1995
46359,2260,2163
46360,2353,2307
46361,2287,2251
46362,2338,2383
46363,2251,2352
46364,2367,2190
46365,2234,2166
46366,2371,2493
46367,2295,2162
46368,2437,2316
46369,2037,2270
46370,2327,2213
46371,2256,2334
46372,2261,2087
46373,2375,2149
46374,2207,2264
46375,2062,2063
46376,2510,2311
46377,2130,2290
46378,2519,2536
46379,2278,2058
46380,2277,2303
46381,2344,2112
46382,2358,2152
46383,2151,2260
46384,2294,2006
46385,2342,2449
46386,2109,2341
46387,2047,2225
46388,2371,2398
46389,2298,2041
46390,2173,2226
46391,2432,2191
46392,2305,2171
46393,2200,2105
46394,2261,2129
46395,2167,2235
46396,2395,2185
46397,2471,2552
46398,2337,2346
46399,2292,2196
46400,2140,2272
46401,2292,2371
46402,2347,2186
46403,2265,2175
46404,2060,2231
46405,2324,2251
46406,2456,2390
46407,2205,2217
46408,2446,2283
46409,2348,2285
46410,2387,2227
46411,2295,2374
46412,1988,2324
46413,2232,1925
46414,2044,1878
46415,2417,2396
46416,2460,2318
46417,1999,2165
46418,2176,2420
46419,2188,2299
46420,2094,2120
46421,2307,2408
46422,2357,2278
46423,2376,2175
46424,2067,2290
46425,2344,2445
46426,2166,2434
46427,2160,2274
46428,1953,2222
46429,2213,1800
46430,2142,2393
46431,2301,2338
46432,2224,2324
46433,2346,2028
46434,2357,2279
46435,2189,2279
46436,2036,1850
46437,1987,2258
46438,1969,2205
46439,2128,1960
46440,2142,2298
46441,2244,2160
46442,2361,2409
46443,2146,1950
46444,2301,2431
46445,2248,2233
46446,2271,2208
46447,2347,2262
46448,2338,2309
46449,2354,2381
46450,2396,2148
46451,2101,2370
46452,2283,2252
46453,2516,2452
46454,2442,2209
46455,2124,2312
46456,2348,2334
46457,2232,1891
46458,2242,2345
46459,2142,2168
46460,2337,2141
46461,2337,2318
46462,2198,2188
46463,2270,1966
46464,2435,2355
46465,2380,2378
46466,2197,2263
46467,2352,2304
46468,1758,2074
46469,2141,2127
46470,2427,2502
46471,2098,2200
46472,2171,1931
46473,2448,2260
46474,2105,2374
46475,2115,2121
46476,2390,2206
46477,2399,2402
46478,1865,2043
46479,2447,2297
46480,2323,2182
46481,2330,2267
46482,2412,2296
46483,2042,2208
46484,2463,2466
46485,2068,1808
46486,2535,2560
46487,2157,2076
46488,2263,2295
46489,2168,2268
46490,2308,2228
46491,2316,2295
46492,2093,2417
46493,2167,2202
46494,2152,2211
46495,2085,1863
46496,2282,1931
46497,2298,2210
46498,2325,2446
46499,2161,1864
46500,2360,2322
46501,2184,2185
46502,2283,2345
46503,2448,2269
46504,2298,2327
46505,2218,2447
46506,2311,2134
46507,2229,2291
46508,2308,2281
46509,2238,2320
46510,2352,2075
46511,2067,2136
46512,2385,2063
46513,2196,2297
46514,1984,2323
46515,2364,2397
46516,2200,2398
46517,2233,2489
46518,2155,2146
46519,2166,2411
46520,2060,2255
46521,2111,2178
46522,2348,2408
46523,2193,1988
46524,2016,2233
46525,2051,2015
46526,1959,1876
46527,2285,1779
46528,2145,2286
46529,2381,2410
46530,2338,2353
46531,2310,2448
46532,2272,2147
46533,2297,2168
46534,2360,2087
46535,2289,2208
46536,2147,2461
46537,2239,2343
46538,2109,2329
46539,2380,2351
46540,2111,2119
46541,2452,2422
46542,2038,2213
46543,2255,1933
46544,2335,2367
46545,2000,2241
46546,2131,2341
46547,1821,2242
46548,2247,2461
46549,2121,2318
46550,2545,2298
46551,2199,2033
46552,2374,2416
46553,2144,2492
46554,2236,2114
46555,1969,2121
46556,2075,2387
46557,2418,2180
46558,2190,2248
46559,2261,2105
46560,2110,1816
46561,2225,2016
46562,2222,2447
46563,2124,1991
46564,2273,2293
46565,2435,2425
46566,2124,2371
46567,2262,1983
46568,2263,2450
46569,2434,2253
46570,2395,2335
46571,2519,2413
46572,2259,2269
46573,2016,1963
46574,2288,2268
46575,2210,2389
46576,2351,2178
46577,2188,1993
46578,2274,2267
46579,2408,2419
46580,2169,2339
46581,2256,2385
46582,2201,2320
46583,2463,2270
46584,2097,2278
46585,2315,2073
46586,2149,2303
46587,2218,2132
46588,2176,1883
46589,2296,2214
46590,2437,2257
46591,2212,2187
46592,2332,2365
46593,2139,2200
46594,1996,2097
46595,2144,2329
46596,2397,2390
46597,2327,2336
46598,2022,2254
46599,2370,2034
46600,2118,1956
46601,2120,2327
46602,2387,2180
46603,2059,2352
46604,2412,2421
46605,2237,2084
46606,2319,2251
46607,2354,2421
46608,2187,2316
46609,2250,2292
46610,2223,2269
46611,2124,2226
46612,2015,1897
46613,2253,2168
46614,2318,2393
46615,2304,2022
46616,2237,2224
46617,2126,2163
46618,2127,2261
46619,2349,2395
46620,2160,2075
46621,2232,1898
46622,2269,2131
46623,2416,2265
46624,2365,2052
46625,2334,2150
46626,2296,2332
46627,2222,2111
46628,2505,2196
46629,2281,2446
46630,2259,2200
46631,1980,1950
46632,2306,2080
46633,2286,2052
46634,2460,2363
46635,2139,2281
46636,2195,1960
46637,2440,2332
46638,2206,2124
46639,2340,2272
46640,2244,2373
46641,1995,2032
46642,2069,2084
46643,2116,2454
46644,1982,1966
46645,2322,2106
46646,2369,2417
46647,2087,2309
46648,2129,2038
46649,2154,2253
46650,2298,2258
46651,2144,2251
46652,2373,2158
46653,2016,2341
46654,2177,2281
46655,2275,2423
46656,1967,2387
46657,2274,2309
46658,2247,2272
46659,2323,2442
46660,2179,2268
46661,2115,2253
46662,2285,2340
46663,2134,1921
46664,2477,2383
46665,2215,2212
46666,2351,2404
46667,2317,2207
46668,2343,2285
46669,2001,1987
46670,2333,2441
46671,2311,2297
46672,2236,2329
46673,2377,2245
46674,2275,2121
46675,2423,2383
46676,2071,2233
46677,2273,2445
46678,2328,2192
46679,2133,2172
46680,2079,2140
46681,2400,2272
46682,2156,2415
46683,2212,2104
46684,2068,1846
46685,2259,2234
46686,2439,2319
46687,2259,2339
46688,2281,2271
46689,2270,2354
46690,2091,2106
46691,2476,2066
46692,2409,2390
46693,1927,2233
46694,2387,2230
46695,2448,2255
46696,2300,2280
46697,2351,2271
46698,2273,2075
46699,2466,2267
46700,2032,2327
46701,2109,2319
46702,2305,2228
46703,2313,2189
46704,2404,2220
46705,2145,2316
46706,2359,2286
46707,2136,2317
46708,2135,2440
46709,2154,2413
46710,2097,2168
46711,2151,2022
46712,1936,1858
46713,1917,2291
46714,2095,2369
46715,2311,2281
46716,2051,2272
46717,2284,2240
46718,2376,2255
46719,2199,2187
46720,2425,2346
46721,2214,2166
46722,2308,2420
46723,2344,1964
46724,2275,2203
46725,2143,2121
46726,2288,2303
46727,2252,2090
46728,2453,2311
46729,2206,2246
46730,2330,2205
46731,2295,2330
46732,2166,2123
46733,2355,2181
46734,2013,2091
46735,2293,2209
46736,1983,2187
46737,2362,2445
46738,1949,2187
46739,2315,2245
46740,2382,2284
46741,2300,2172
46742,2259,2258
46743,2386,2218
46744,2270,2281
46745,2514,2528
46746,2528,2266
46747,2400,2295
46748,2149,2142
46749,2236,2372
46750,2034,2290
46751,2381,2290
46752,2448,2559
46753,2379,2015
46754,1947,2293
46755,2332,2153
46756,2362,2357
46757,2321,2318
46758,2311,2305
46759,2299,2124
46760,2151,2219
46761,2235,2158
46762,2169,2377
46763,2260,2420
46764,2211,2152
46765,2407,2329
46766,2495,2318
46767,2419,2353
46768,2336,2241
46769,2373,2237
46770,2349,2395
46771,2271,2155
46772,2334,2245
46773,2173,2100
46774,2484,2370
46775,2129,2183
46776,2110,2286
46777,2226,2180
46778,2263,2025
46779,2044,2343
46780,2145,2330
46781,2011,2045
46782,2276,2204
46783,2030,2269
46784,2414,2342
46785,2309,2186
46786,2193,2263
46787,2380,2160
46788,2044,2328
46789,2307,2162
46790,2170,2361
46791,2289,2089
46792,2285,2272
46793,2306,2466
46794,2400,2239
46795,2091,2291
46796,2137,2346
46797,2168,2374
46798,2413,2224
46799,2321,2227
46800,2359,2230
46801,2294,2440
46802,2060,2132
46803,1955,2358
46804,2224,1915
46805,2268,2188
46806,2260,2416
46807,2108,1958
46808,2264,2207
46809,2298,2192
46810,1914,1833
46811,2416,2448
46812,2228,2276
46813,2228,2221
46814,2074,2249
46815,2203,2431
46816,2203,2146
46817,2289,2310
46818,2325,2390
46819,2351,2068
46820,2437,2421
46821,2471,2495
46822,2182,1915
46823,2365,2134
46824,2379,2263
46825,2062,1945
46826,2243,2257
46827,2132,2292
46828,2307,2199
46829,2354,2415
46830,1922,2132
46831,2151,2246
46832,2356,2235
46833,2393,2477
46834,2206,2110
46835,1925,2085
46836,2295,2237
46837,2301,2273
46838,2363,2475
46839,2191,2395
46840,2261,2051
46841,2368,2405
46842,2240,2266
46843,2304,2356
46844,2233,2297
46845,2386,2172
46846,2073,2260
46847,2189,2397
46848,2190,2179
46849,2234,2401
46850,2189,2026
46851,2425,2427
46852,2521,2266
46853,2349,2245
46854,2203,2184
46855,2228,2200
46856,2212,2422
46857,2240,2343
46858,2385,2240
46859,2116,2257
46860,2335,2250
46861,2479,2497
46862,2359,2139
46863,2337,2033
46864,2383,2365
46865,2260,2035
46866,2025,2371
46867,2157,2173
46868,2369,2226
46869,1955,2203
46870,2347,2171
46871,2342,2047
46872,2106,2171
46873,2304,2445
46874,2123,2081
46875,2313,2347
46876,2335,2376
46877,2408,2353
46878,2266,2165
46879,1929,2162
46880,2185,2375
46881,2060,2252
46882,1999,2214
46883,2516,2400
46884,2337,2383
46885,2333,1968
46886,2159,2248
46887,2429,2254
46888,2222,2440
46889,2404,2383
46890,2061,2295
46891,2312,2272
46892,2300,2486
46893,2357,2326
46894,2325,2299
46895,2321,2143
46896,2393,2101
46897,2327,2183
46898,2186,2373
46899,2017,1987
46900,2159,2134
46901,2379,2184
46902,2035,2069
46903,2275,2366
46904,2465,2285
46905,2446,2219
46906,2235,1980
46907,2422,2361
46908,2402,2376
46909,2372,2472
46910,2318,2401
46911,2255,2064
46912,2266,2353
46913,1982,2050
46914,2266,2316
46915,2390,2162
46916,2321,2291
46917,2010,2381
46918,1950,1981
46919,2049,2317
46920,2240,1846
46921,2301,2187
46922,2196,2282
46923,2268,2223
46924,2023,2074
46925,2300,2537
46926,2497,2421
46927,2290,2284
46928,2353,2311
46929,2321,2158
46930,2167,1768
46931,2371,2112
46932,2261,2223
46933,2412,2061
46934,2366,2207
46935,2204,2161
46936,2336,2000
46937,2329,2435
46938,2369,2323
46939,2233,1933
46940,2168,1923
46941,1988,2215
46942,2225,2255
46943,2196,2118
46944,1929,2200
46945,2400,2433
46946,2029,2020
46947,2378,2234
46948,2191,2334
46949,2417,2373
46950,2133,1989
46951,2191,2231
46952,2422,2174
46953,2094,2236
46954,2305,1975
46955,2048,2194
46956,2391,2364
46957,2307,2202
46958,2238,2192
46959,2003,2190
46960,2159,2229
46961,2398,2146
46962,2299,2149
46963,2232,2011
46964,2309,2325
46965,2125,2407
46966,2505,2318
46967,2394,2256
46968,2536,2494
46969,2312,2115
46970,2305,2393
46971,2165,2313
46972,2219,1974
46973,1745,2051
46974,2227,2142
46975,2377,2341
46976,2105,2251
46977,2294,2014
46978,2374,2142
46979,2058,2349
46980,2253,2224
46981,2310,2086
46982,2014,2349
46983,2204,2134
46984,2522,2327
46985,2206,2090
46986,2115,2221
46987,2372,2363
46988,2304,2298
46989,2417,2242
46990,2077,2318
46991,2291,2165
46992,2120,2296
46993,1848,1989
46994,2415,2180
46995,1974,2018
46996,2358,2393
46997,2284,2341
46998,2114,2417
46999,2057,2250
47000,1932,2115
47001,2483,2365
47002,2477,2344
47003,2251,2222
47004,2236,2205
47005,2357,2221
47006,2250,2136
47007,2023,2369
47008,2387,2286
47009,2051,2227
47010,2243,2210
47011,2246,2445
47012,2498,2072
47013,2438,2463
47014,2393,2223
47015,2288,2497
47016,2042,2008
47017,2364,2279
47018,2177,2370
47019,2280,2258
47020,2103,2201
47021,2183,2329
47022,2294,2260
47023,2094,2119
47024,2304,1994
47025,2317,2428
47026,2137,2325
47027,2153,2135
47028,2084,2292
47029,2370,2482
47030,2335,2308
47031,2331,2369
47032,2478,2516
47033,2374,2210
47034,2080,1758
47035,2379,2331
47036,2474,2353
47037,2105,1822
47038,2240,2478
47039,2225,2101
47040,2032,2450
47041,2379,2192
47042,2128,2257
47043,2380,2376
47044,2205,2368
47045,2412,2395
47046,2440,2371
47047,2185,2343
47048,2266,2067
47049,1825,2039
47050,2261,2159
47051,2367,2203
47052,2477,2278
47053,2083,2293
47054,2270,2153
47055,2351,2332
47056,2047,2235
47057,2289,2367
47058,2103,2143
47059,2058,2386
47060,2149,2248
47061,2198,2148
47062,2567,2510
47063,2351,2374
47064,2213,2423
47065,2371,2427
47066,2365,2132
47067,2370,2224
47068,2374,2374
47069,2299,2039
47070,2307,1989
47071,2294,2008
47072,2315,2019
47073,1996,2036
47074,2054,2192
47075,2320,2367
47076,2062,2200
47077,2280,2138
47078,2347,2476
47079,2039,1849
47080,2266,2132
47081,2269,2419
47082,2256,2189
47083,2294,2320
47084,2128,2131
47085,2272,2161
47086,2281,2172
47087,2365,2261
47088,2295,2310
47089,2324,2094
47090,2155,1935
47091,2088,2101
47092,1904,2026
47093,2298,2229
47094,2282,2156
47095,2296,2473
47096,2191,1994
47097,2183,2064
47098,2289,2322
47099,2258,2088
47100,2108,2144
47101,2255,2433
47102,2303,2284
47103,1960,2049
47104,2426,2340
47105,2138,2262
47106,2265,2298
47107,2083,1990
47108,2272,2368
47109,2014,2316
47110,2412,2114
47111,2290,2437
47112,2178,2338
47113,2312,2169
47114,2463,2501
47115,2224,2156
47116,2187,2116
47117,2099,1979
47118,2402,2070
47119,1893,2026
47120,2471,2355
47121,2191,2292
47122,2248,2292
47123,1960,2156
47124,2317,2308
47125,2081,2411
47126,2311,2085
47127,2276,2197
47128,2241,2164
47129,2376,2216
47130,2294,2247
47131,2147,2268
47132,2332,2399
47133,2084,1934
47134,2375,2221
47135,2160,2411
47136,2333,2174
47137,1956,2231
47138,2395,2284
47139,1945,2205
47140,2295,2143
47141,2171,2177
47142,2294,2364
47143,2356,2322
47144,2338,2502
47145,2452,2274
47146,2352,2137
47147,2338,2147
47148,2402,2261
47149,2321,2264
47150,2110,2118
47151,1942,2194
47152,2130,2130
47153,2213,2367
47154,2049,1943
47155,2119,2122
47156,2302,2484
47157,2282,2353
47158,2056,2303
47159,2337,2279
47160,2217,2022
47161,2480,2481
47162,2136,2101
47163,2473,2577
47164,2066,2271
47165,2237,2415
47166,2264,2334
47167,2391,2352
47168,2174,2320
47169,2364,2459
47170,2320,2267
47171,2335,2002
47172,2286,2357
47173,2388,2361
47174,2290,2131
47175,2360,2406
47176,2310,2170
47177,2178,2415
47178,2369,2337
47179,2019,1953
47180,2238,1767
47181,2173,2325
47182,2138,2178
47183,2099,2118
47184,1937,2018
47185,2167,2104
47186,1909,2342
47187,2273,2155
47188,2173,2480
47189,2330,2111
47190,1957,2325
47191,2443,2295
47192,2393,2500
47193,2286,2319
47194,2229,2370
47195,2281,2251
47196,2080,2185
47197,2267,2449
47198,1989,1881
47199,2245,2315
47200,2098,2332
47201,1986,2173
47202,2388,2251
47203,2240,2199
47204,2428,2219
47205,2469,2421
47206,2304,2127
47207,2489,2362
47208,2292,2191
47209,2230,2071
47210,2182,2429
47211,2090,2055
47212,2255,2147
47213,2386,2357
47214,2178,2419
47215,2110,2314
47216,2327,2026
47217,2018,2239
47218,2146,1898
47219,2237,2329
47220,2150,2130
47221,2168,2405
47222,2149,2212
47223,2378,2203
47224,2344,2202
47225,2127,2269
47226,2499,2323
47227,2254,2367
47228,2454,2480
47229,2127,1980
47230,2101,2304
47231,2329,2164
47232,2266,2400
47233,2045,2446
47234,2214,2061
47235,2135,2419
47236,2478,2496
47237,2381,2474
47238,2097,2373
47239,2404,2098
47240,1859,2377
47241,2353,2438
47242,2201,2275
47243,2260,2160
47244,2093,2394
47245,2019,2208
47246,2462,2456
47247,2132,2290
47248,2270,2132
47249,2039,2350
47250,2157,2080
47251,2245,2146
47252,2194,2295
47253,2192,2232
47254,2162,2317
47255,2148,2412
47256,2413,2275
47257,2337,2271
47258,2332,2388
47259,2365,2396
47260,2498,2429
47261,2033,2088
47262,2178,2140
47263,2137,2097
47264,2441,2197
47265,2273,2131
47266,2316,2197
47267,1988,2141
47268,2029,2125
47269,1953,2017
47270,2202,2098
47271,2133,2111
47272,1871,2064
47273,2278,2318
47274,2519,2486
47275,1954,2240
47276,2230,2168
47277,2077,2158
47278,2255,2231
47279,2110,2340
47280,2408,2159
47281,2475,2159
47282,2024,2021
47283,2456,2366
47284,2043,2397
47285,2314,2335
47286,2110,2090
47287,2089,2206
47288,2317,2215
47289,2170,2290
47290,2168,2370
47291,2174,2220
47292,2046,2309
47293,2133,1993
47294,2311,2078
47295,2249,2368
47296,2200,2153
47297,2112,2330
47298,2019,1816
47299,2326,2292
47300,2404,2408
47301,2206,2215
47302,2205,2274
47303,1972,2119
47304,2295,2187
47305,2255,2249
47306,2120,2313
47307,2245,2024
47308,2018,2387
47309,2222,2102
47310,2383,2108
47311,2259,2086
47312,2321,2333
47313,1950,2155
47314,2311,2337
47315,2361,2188
47316,2098,2199
47317,2267,2134
47318,2486,2325
47319,2217,1992
47320,2464,2414
47321,2200,2011
47322,2371,2280
47323,2063,2427
47324,2337,2249
47325,2156,2408
47326,2463,2324
47327,2220,2101
47328,2353,2218
47329,2218,2352
47330,2072,2264
47331,2182,2107
47332,2511,1938
47333,2379,2303
47334,2230,2479
47335,2229,2421
47336,2371,2423
47337,2149,2322
47338,2413,2182
47339,2175,2103
47340,2194,2190
47341,2212,2029
47342,2489,2528
47343,2407,2439
47344,2009,2246
47345,2155,2182
47346,2198,2395
47347,2393,2223
47348,2243,2128
47349,2307,2174
47350,2423,2418
47351,2381,2210
47352,2370,2459
47353,2480,2424
47354,2352,2134
47355,2346,2043
47356,2368,2096
47357,1902,2343
47358,2241,2188
47359,2086,2333
47360,2259,2357
47361,2186,2223
47362,2281,2369
47363,2229,2377
47364,2277,2444
47365,2323,2386
47366,2065,1909
47367,2104,2167
47368,2230,2296
47369,2268,2183
47370,2242,2196
47371,2298,2243
47372,2027,2219
47373,2475,2313
47374,2100,2174
47375,2221,2033
47376,2186,2260
47377,2377,2208
47378,2175,2295
47379,2421,2340
47380,2081,2157
47381,2311,2456
47382,1998,2231
47383,2266,2087
47384,1815,2007
47385,2197,2145
47386,2227,2150
47387,2344,2211
47388,2446,2214
47389,2335,2478
47390,2327,2140
47391,2372,2234
47392,2155,2339
47393,2446,2280
47394,2053,2227
47395,2078,2299
47396,2365,2266
47397,2263,2349
47398,2479,2467
47399,2172,2327
47400,2380,2292
47401,2027,2345
47402,2360,2301
47403,2512,2287
47404,2262,2413
47405,2155,2089
47406,2217,2418
47407,2042,2315
47408,2139,2272
47409,2295,2245
47410,2296,2366
47411,2132,2148
47412,2075,2264
47413,2267,2172
47414,2361,2094
47415,2135,2459
47416,2417,2256
47417,2066,2306
47418,2484,2443
47419,2082,1955
47420,2360,2247
47421,2290,2409
47422,2180,2267
47423,2087,2003
47424,2048,2361
47425,2279,1989
47426,2392,2514
47427,2203,2119
47428,2348,2258
47429,2271,2306
47430,2090,2245
47431,2137,1942
47432,2279,2225
47433,2343,2314
47434,2256,2305
47435,1952,2336
47436,1954,1958
47437,2275,2243
47438,2022,2239
47439,1780,2177
47440,2146,2029
47441,2208,2259
47442,2049,2391
47443,2290,2405
47444,2192,2370
47445,2105,2323
47446,2385,2270
47447,2217,2239
47448,2295,2143
47449,2361,2325
47450,2263,2503
47451,2286,2289
47452,2098,2280
47453,2227,2432
47454,2120,2180
47455,2247,2194
47456,2004,2011
47457,1741,1849
47458,2385,2512
47459,2205,2370
47460,1862,2047
47461,1974,2308
47462,2321,2006
47463,1934,2044
47464,2093,2231
47465,2463,2272
47466,2170,2371
47467,2066,2347
47468,2041,2284
47469,1987,1980
47470,2427,2472
47471,2266,2353
47472,2352,2155
47473,2040,1939
47474,2035,1999
47475,2185,2286
47476,2363,2187
47477,2091,2201
47478,2211,2350
47479,2111,2039
47480,2223,2335
47481,2091,2249
47482,2382,2449
47483,2114,2196
47484,2155,2012
47485,2180,2329
47486,2373,2229
47487,2079,2084
47488,2273,2259
47489,2387,2185
47490,2109,2291
47491,2246,2373
47492,2090,2005
47493,1980,2252
47494,2412,2372
47495,2197,2101
47496,2214,2320
47497,2441,2413
47498,2359,2344
47499,1988,2412
47500,2345,2249
47501,2382,2220
47502,2081,2209
47503,2142,2376
47504,2242,2414
47505,2437,2239
47506,2379,2178
47507,2255,2187
47508,2357,2232
47509,1983,2232
47510,1981,2049
47511,2099,2215
47512,2011,2323
47513,2181,2364
47514,2121,2209
47515,2313,2165
47516,2330,2365
47517,2282,2034
47518,2180,2346
47519,2280,2312
47520,2321,2395
47521,2095,1970
47522,2101,2335
47523,2180,2045
47524,2192,2141
47525,2439,2243
47526,2213,2030
47527,2254,2287
